Date,Close,Ret,SentimentIndex,Regime
2015-01-01,314.2489929199219,,,
2015-01-02,315.0320129394531,0.0024917184690256278,,
2015-01-03,281.0820007324219,-0.10776686435849991,,
2015-01-04,264.19500732421875,-0.0600785299812876,,
2015-01-05,274.4739990234375,0.03890683553533014,,
2015-01-06,286.1889953613281,0.04268162514326268,,
2015-01-07,294.3370056152344,0.028470732229305185,,
2015-01-08,283.3489990234375,-0.03733137995621494,,
2015-01-09,290.4079895019531,0.024912706601556422,,
2015-01-10,274.7959899902344,-0.05375884988044988,,
2015-01-11,265.6600036621094,-0.03324643248414827,,
2015-01-12,267.7959899902344,0.00804030075540374,,
2015-01-13,225.86099243164062,-0.1565930750498653,,
2015-01-14,178.10299682617188,-0.21144862196566871,,
2015-01-15,209.843994140625,0.17821708719158869,,
2015-01-16,208.0970001220703,-0.00832520380537527,,
2015-01-17,199.25999450683594,-0.04246580013191237,,
2015-01-18,210.33900451660156,0.05560077444138223,,
2015-01-19,214.86099243164062,0.021498570488300173,,
2015-01-20,211.31500244140625,-0.016503647079460282,,
2015-01-21,226.89700317382812,0.0737382606648691,,
2015-01-22,233.406005859375,0.028687036825075563,,
2015-01-23,232.87899780273438,-0.0022579027249116645,,
2015-01-24,247.8470001220703,0.06427373211222309,,
2015-01-25,253.71800231933594,0.02368800991891784,,
2015-01-26,273.4729919433594,0.07786199419605744,,
2015-01-27,263.4750061035156,-0.03655931713327831,,
2015-01-28,233.9149932861328,-0.11219285371519871,,
2015-01-29,233.51300048828125,-0.001718542245643162,,
2015-01-30,226.4250030517578,-0.03035375941254781,,
2015-01-31,217.46400451660156,-0.03957601154633916,,
2015-02-01,226.9720001220703,0.043722158187070814,,
2015-02-02,238.22900390625,0.04959644263664864,,
2015-02-03,227.26800537109375,-0.046010344481269505,,
2015-02-04,226.85299682617188,-0.001826075536872085,,
2015-02-05,217.11099243164062,-0.042944129153365984,,
2015-02-06,222.26600646972656,0.023743680503459652,,
2015-02-07,227.75399780273438,0.02469109613374587,,
2015-02-08,223.41200256347656,-0.01906440844572377,,
2015-02-09,220.11000061035156,-0.01477987715627238,,
2015-02-10,219.83900451660156,-0.0012311848303054873,,
2015-02-11,219.18499755859375,-0.0029749359511789253,,
2015-02-12,221.76400756835938,0.011766361924821833,,
2015-02-13,235.427001953125,0.061610513511999754,,
2015-02-14,257.3210144042969,0.09299703207166998,,
2015-02-15,234.8249969482422,-0.08742394206758974,,
2015-02-16,233.84300231933594,-0.004181814720187971,,
2015-02-17,243.61000061035156,0.04176733190278581,,
2015-02-18,236.3260040283203,-0.02990023629482208,,
2015-02-19,240.2830047607422,0.016743822791281504,,
2015-02-20,243.7790069580078,0.014549519225243168,,
2015-02-21,244.53399658203125,0.003097024774383117,,
2015-02-22,235.9770050048828,-0.03499305494022753,,
2015-02-23,238.89199829101562,0.012352870086102197,,
2015-02-24,238.73500061035156,-0.0006571910394118641,,
2015-02-25,237.47000122070312,-0.005298759655745222,,
2015-02-26,236.42599487304688,-0.00439637150919947,,
2015-02-27,253.8280029296875,0.07360446158209011,,
2015-02-28,254.26300048828125,0.0017137492852363767,,
2015-03-01,260.2019958496094,0.02335768613570588,,
2015-03-02,275.6700134277344,0.059446191131697246,,
2015-03-03,281.7019958496094,0.02188116997881684,,
2015-03-04,273.0920104980469,-0.030564161697168357,,
2015-03-05,276.1780090332031,0.011300215372570532,,
2015-03-06,272.7229919433594,-0.012510109338315867,,
2015-03-07,276.260986328125,0.012972849702017175,,
2015-03-08,274.35400390625,-0.006902829267430466,,
2015-03-09,289.60699462890625,0.0555960201254011,,
2015-03-10,291.760009765625,0.007434264975117566,,
2015-03-11,296.3789978027344,0.01583146381445455,,
2015-03-12,294.35400390625,-0.006832447344437664,,
2015-03-13,285.3370056152344,-0.03063317696159995,,
2015-03-14,281.885009765625,-0.012097960592830526,,
2015-03-15,286.39300537109375,0.015992321156832467,,
2015-03-16,290.5929870605469,0.014665098695448187,,
2015-03-17,285.5050048828125,-0.01750896409855296,,
2015-03-18,256.29901123046875,-0.10229590778743636,,
2015-03-19,260.9280090332031,0.018060927275961758,,
2015-03-20,261.7489929199219,0.003146399996537985,,
2015-03-21,260.0249938964844,-0.006586459050732407,,
2015-03-22,267.9599914550781,0.03051628783713256,,
2015-03-23,266.739990234375,-0.004552923046751367,,
2015-03-24,245.59500122070312,-0.07927191192851335,,
2015-03-25,246.19700622558594,0.0024512103336411517,,
2015-03-26,248.53199768066406,0.00948423984058766,,
2015-03-27,247.0290069580078,-0.006047473712368467,,
2015-03-28,252.79800415039062,0.023353521367486474,,
2015-03-29,242.71299743652344,-0.039893537719022376,,
2015-03-30,247.5260009765625,0.019830019780040065,,
2015-03-31,244.2239990234375,-0.013340020604290626,,
2015-04-01,247.27200317382812,0.012480362956050595,,
2015-04-02,253.0050048828125,0.023185001275515038,,
2015-04-03,254.32200622558594,0.005205435929551916,,
2015-04-04,253.69700622558594,-0.002457514429347607,,
2015-04-05,260.5979919433594,0.027201683695223133,,
2015-04-06,255.49200439453125,-0.0195933495525088,,
2015-04-07,253.17999267578125,-0.009049252731916368,,
2015-04-08,245.02200317382812,-0.03222209391719244,,
2015-04-09,243.67599487304688,-0.005493418074075329,,
2015-04-10,236.07200622558594,-0.031205325134396444,,
2015-04-11,236.552001953125,0.002033259831241363,,
2015-04-12,236.1529998779297,-0.0016867414855967766,,
2015-04-13,224.58700561523438,-0.04897669844835306,,
2015-04-14,219.15899658203125,-0.024168847250684022,,
2015-04-15,223.83299255371094,0.02132696373215137,,
2015-04-16,228.572998046875,0.02117652737018494,,
2015-04-17,222.8820037841797,-0.0248979289387814,,
2015-04-18,223.3560028076172,0.0021266814520228827,,
2015-04-19,222.60000610351562,-0.0033847163031150984,,
2015-04-20,224.62600708007812,0.00910153154093063,,
2015-04-21,235.2689971923828,0.04738093442808933,,
2015-04-22,234.17599487304688,-0.004645755847049293,,
2015-04-23,236.46200561523438,0.00976193458012986,,
2015-04-24,231.26800537109375,-0.021965474878836044,,
2015-04-25,226.38999938964844,-0.021092437640122474,,
2015-04-26,219.42999267578125,-0.03074343713340466,,
2015-04-27,229.28599548339844,0.04491638853663882,,
2015-04-28,225.85499572753906,-0.014963843511793584,,
2015-04-29,225.80799865722656,-0.00020808514844272707,,
2015-04-30,236.14500427246094,0.04577785409154522,,
2015-05-01,232.07899475097656,-0.017218274568252423,,
2015-05-02,234.92999267578125,0.012284601318028887,,
2015-05-03,240.35800170898438,0.023104793778690125,,
2015-05-04,239.01800537109375,-0.0055750019902105485,,
2015-05-05,236.12100219726562,-0.012120439082948242,,
2015-05-06,229.78199768066406,-0.026846423899665184,,
2015-05-07,237.33399963378906,0.032865942629762834,,
2015-05-08,243.86300659179688,0.02750978354589817,,
2015-05-09,241.83200073242188,-0.008328470512031005,,
2015-05-10,240.29600524902344,-0.006351498059588678,,
2015-05-11,242.1580047607422,0.00774877430770915,,
2015-05-12,241.11199951171875,-0.004319515475265434,,
2015-05-13,236.3769989013672,-0.019638179020291524,,
2015-05-14,236.9290008544922,0.002335260857404098,,
2015-05-15,237.60499572753906,0.0028531537743750057,,
2015-05-16,236.1529998779297,-0.0061109651552713196,,
2015-05-17,236.802001953125,0.002748227105015877,,
