name,CAGR,Vol,Sharpe,MaxDD,HitRate,AvgWin,AvgLoss
Buy&Hold,0.7403247753259983,0.6804653131683941,1.1570161693399803,-0.8339900882218974,0.5288362512873327,0.024119981836715137,-0.022494321415797085
A,0.24071437267549078,0.3515305081219064,0.78739966627699,-0.49229042006882906,0.17198764160659114,0.023448514278249975,-0.003954665842663455
B,-0.017254166294277562,0.42200334706006476,0.174954575661551,-0.7622764971832579,0.19927909371781669,0.02333024406537153,-0.005553685441723989
C,0.029608706962624964,0.2842957483363837,0.25128882336334585,-0.5521887330499016,0.06925849639546859,0.027159635333479856,-0.001810716003550779
